product,origin,quantity,lowest_price,highest_price,date
Zestaw do kiszenia,krajowe,"1,00 szt.",2.0,2.5,2021-07-05
Ziemniak ,krajowe,"15,00 Kg",6.0,12.0,2021-07-05
Ziemniak młody drobny,krajowe,"15,00 Kg",8.0,15.0,2021-07-05
Zmieniak młody,krajowe,"15,00 Kg",12.0,20.0,2021-07-05
Ananas,import,"1,00 szt.",5.0,10.0,2021-07-06
Arbuz,import,"1,00 Kg",3.0,5.0,2021-07-06
Arbuz bezpestkowy,import,"1,00 Kg",3.7,3.99,2021-07-06
Avocado,import,"1,00 szt.",4.0,6.0,2021-07-06
Banan,import,"18,00 Kg",75.0,80.0,2021-07-06
Cytryna Hiszpania,import,"10,00 Kg",50.0,65.0,2021-07-06
Czereśnia,import,"1,00 Kg",22.0,25.0,2021-07-06
Granat,import,"1,00 szt.",4.0,6.0,2021-07-06
Grejpfrut czerwony,import,"17,00 Kg",110.0,120.0,2021-07-06
Gruszka,import,"12,00 Kg",80.0,85.0,2021-07-06
Kiwi koszyk,import,"1,00 Kg",11.0,13.0,2021-07-06
Limonka,import,"1,00 Kg",12.0,15.0,2021-07-06
Mandarynka Hiszpania,import,"10,00 Kg",60.0,90.0,2021-07-06
Mango,import,"1,00 szt.",3.5,6.0,2021-07-06
Melon,import,"1,00 szt.",5.0,8.0,2021-07-06
Morela,import,"5,00 Kg",60.0,70.0,2021-07-06
Pomarancza Hiszpania,import,"10,00 Kg",60.0,70.0,2021-07-06
Śliwka,import,"5,00 Kg",55.0,60.0,2021-07-06
Truskawka Grecja,import,"1,00 Kg",12.0,14.0,2021-07-06
Winogrono ciemne Chile,import,"7,00 Kg",80.0,90.0,2021-07-06
Winogrono Jasne,import,"5,00 Kg",65.0,75.0,2021-07-06
Borówka,krajowe,"250,00 g",12.0,12.0,2021-07-06
Borówka luz,krajowe,"1,00 Kg",40.0,40.0,2021-07-06
Czereśnia,krajowe,"1,00 Kg",8.0,14.0,2021-07-06
Gruszka  Konferencja,krajowe,"1,00 Kg",2.0,4.0,2021-07-06
Jabłko Alva,krajowe,"15,00 Kg",20.0,35.0,2021-07-06
Jabłko Champion,krajowe,"15,00 Kg",15.0,30.0,2021-07-06
Jabłko Cortland,krajowe,"15,00 Kg",25.0,50.0,2021-07-06
Jabłko Empire,krajowe,"15,00 Kg",25.0,50.0,2021-07-06
Jabłko Jonagored,krajowe,"15,00 Kg",15.0,25.0,2021-07-06
Jabłko Ligol,krajowe,"15,00 Kg",15.0,30.0,2021-07-06
Jabłko Lobo,krajowe,"15,00 Kg",25.0,50.0,2021-07-06
Jabłko Prince,krajowe,"15,00 Kg",15.0,25.0,2021-07-06
Jabłko Szara Reneta,krajowe,"15,00 Kg",35.0,60.0,2021-07-06
Jagoda,krajowe,"1,00 Kg",24.0,25.0,2021-07-06
Malina,krajowe,"0,50 Kg",6.0,8.0,2021-07-06
Malina,krajowe,"250,00 g",3.5,4.5,2021-07-06
Truskawka,krajowe,"2,00 Kg",8.0,12.0,2021-07-06
Batat,import,"1,00 Kg",8.0,10.0,2021-07-06
Cukinia,import,"1,00 Kg",5.0,8.0,2021-07-06
Cykoria,import,"1,00 szt.",6.0,6.0,2021-07-06
Imbir,import,"1,00 Kg",18.0,20.0,2021-07-06
Papryka Chili,import,"1,00 Kg",17.0,23.0,2021-07-06
Papryka Czerwona,import,"5,00 Kg",55.0,65.0,2021-07-06
Pomidor Cherry Hiszpania,import,"250,00 g",5.0,6.0,2021-07-06
Pomidor Hiszpania gałązka,import,"3,00 Kg",50.0,55.0,2021-07-06
Rukola,import,"100,00 g",3.5,4.0,2021-07-06
Sałata lodowa,import,"1,00 szt.",2.5,3.0,2021-07-06
Sałata mix,import,"150,00 g",3.5,4.0,2021-07-06
Seler naciowy,import,"1,00 szt.",3.0,4.0,2021-07-06
Bób,krajowe,"1,00 Kg",5.0,8.0,2021-07-06
Botwinka,krajowe,"10,00 szt.",15.0,25.0,2021-07-06
Brokuł,krajowe,"1,00 szt.",2.0,3.0,2021-07-06
Burak młody cięty,krajowe,"10,00 Kg",10.0,30.0,2021-07-06
Cebula biała,krajowe,"5,00 Kg",17.5,19.99,2021-07-06
Cebula dymka ze szczypiorem młoda,krajowe,"1,00 szt.",1.5,2.5,2021-07-06
Cebula z łuską,krajowe,"15,00 Kg",18.0,25.0,2021-07-06
Chrzan,krajowe,"5,00 Kg",50.0,70.0,2021-07-06
Czosnek,krajowe,"1,00 szt.",1.0,3.0,2021-07-06
Fasola zielona,krajowe,"1,00 Kg",10.0,14.0,2021-07-06
Fasola  żółta,krajowe,"1,00 Kg",10.0,14.0,2021-07-06
Kalafior,krajowe,"1,00 szt.",3.0,5.0,2021-07-06
Kapusta czerwona,krajowe,"10,00 Kg",25.0,40.0,2021-07-06
Kapusta kwaszona ,krajowe,"1,00 Kg",3.0,4.0,2021-07-06
Kapusta kwaszona młoda,krajowe,"1,00 Kg",7.0,7.0,2021-07-06
Kapusta młoda,krajowe,"1,00 szt.",1.5,3.0,2021-07-06
Kapusta pekińska ,krajowe,"5,00 Kg",13.0,20.0,2021-07-06
Kapusta włoska,krajowe,"1,00 szt.",8.0,10.0,2021-07-06
Kapusta worek,krajowe,"20,00 Kg",30.0,40.0,2021-07-06
Koper,krajowe,"10,00 szt.",5.0,10.0,2021-07-06
Koper do kiszenia,krajowe,"10,00 szt.",12.0,20.0,2021-07-06
Kukurydza,krajowe,"1,00 szt.",3.0,3.0,2021-07-06
Marchew ,krajowe,"10,00 Kg",18.0,25.0,2021-07-06
Nać Pietruszki,krajowe,"10,00 szt.",8.0,14.0,2021-07-06
Ogórek,krajowe,"5,00 Kg",7.5,13.0,2021-07-06
Ogórek kiszeniak,krajowe,"1,00 Kg",2.0,4.0,2021-07-06
Ogórek kiszony,krajowe,"1,00 Kg",6.0,7.0,2021-07-06
Ogórek małosolny,krajowe,"1,00 Kg",11.0,11.0,2021-07-06
Pieczarka,krajowe,"4,00 Kg",28.0,38.0,2021-07-06
Pietruszka,krajowe,"5,00 Kg",45.0,60.0,2021-07-06
Pietruszka z nacią,krajowe,"10,00 szt.",22.0,28.0,2021-07-06
Pomidor,krajowe,"6,00 Kg",15.0,25.0,2021-07-06
Pomidor malinowy,krajowe,"6,00 Kg",20.0,30.0,2021-07-06
Por,krajowe,"10,00 szt.",10.0,20.0,2021-07-06
Rabarbar,krajowe,"5,00 Kg",10.0,16.0,2021-07-06
Rzodkiewka,krajowe,"1,00 szt.",1.0,1.5,2021-07-06
Sałata,krajowe,"1,00 szt.",2.0,3.0,2021-07-06
Seler,krajowe,"5,00 Kg",15.0,20.0,2021-07-06
Seler z nacią,krajowe,"10,00 szt.",22.0,25.0,2021-07-06
Szczaw,krajowe,"1,00 szt.",1.0,2.0,2021-07-06
Szczypiorek,krajowe,"10,00 szt.",8.0,11.0,2021-07-06
Szparagi,krajowe,"0,50 Kg",6.0,8.0,2021-07-06
Włoszczyzna ,krajowe,"10,00 szt.",28.0,35.0,2021-07-06
Włoszczyzna młoda,krajowe,"10,00 szt.",25.0,35.0,2021-07-06
Zestaw do kiszenia,krajowe,"1,00 szt.",2.0,2.5,2021-07-06
Ziemniak ,krajowe,"15,00 Kg",6.0,12.0,2021-07-06
Ziemniak młody drobny,krajowe,"15,00 Kg",8.0,15.0,2021-07-06
Zmieniak młody,krajowe,"15,00 Kg",12.0,20.0,2021-07-06
Ananas,import,"1,00 szt.",5.0,10.0,2021-07-07
Arbuz,import,"1,00 Kg",3.0,5.0,2021-07-07
Arbuz bezpestkowy,import,"1,00 Kg",3.7,4.0,2021-07-07
Avocado,import,"1,00 szt.",4.0,6.0,2021-07-07
Banan,import,"18,00 Kg",75.0,80.0,2021-07-07
Cytryna Hiszpania,import,"10,00 Kg",50.0,65.0,2021-07-07
Czereśnia,import,"1,00 Kg",22.0,25.0,2021-07-07
Granat,import,"1,00 szt.",4.0,6.0,2021-07-07
Grejpfrut czerwony,import,"17,00 Kg",110.0,120.0,2021-07-07
Gruszka,import,"12,00 Kg",80.0,85.0,2021-07-07
Kiwi koszyk,import,"1,00 Kg",11.0,13.0,2021-07-07
Limonka,import,"1,00 Kg",12.0,15.0,2021-07-07
Mandarynka Hiszpania,import,"10,00 Kg",60.0,90.0,2021-07-07
Mango,import,"1,00 szt.",3.5,6.0,2021-07-07
Melon,import,"1,00 szt.",5.0,8.0,2021-07-07
Morela,import,"5,00 Kg",60.0,70.0,2021-07-07
Pomarancza Hiszpania,import,"10,00 Kg",60.0,70.0,2021-07-07
Śliwka,import,"5,00 Kg",55.0,60.0,2021-07-07
Truskawka Grecja,import,"1,00 Kg",12.0,14.0,2021-07-07
Winogrono ciemne Chile,import,"7,00 Kg",80.0,90.0,2021-07-07
Winogrono Jasne,import,"5,00 Kg",65.0,75.0,2021-07-07
Borówka,krajowe,"250,00 g",8.0,11.0,2021-07-07
Borówka luz,krajowe,"1,00 Kg",40.0,40.0,2021-07-07
Czereśnia,krajowe,"1,00 Kg",3.0,8.0,2021-07-07
Gruszka  Konferencja,krajowe,"1,00 Kg",2.0,4.0,2021-07-07
Jabłko Alva,krajowe,"15,00 Kg",20.0,35.0,2021-07-07
Jabłko Champion,krajowe,"15,00 Kg",15.0,30.0,2021-07-07
Jabłko Cortland,krajowe,"15,00 Kg",25.0,50.0,2021-07-07
Jabłko Empire,krajowe,"15,00 Kg",25.0,50.0,2021-07-07
Jabłko Jonagored,krajowe,"15,00 Kg",15.0,25.0,2021-07-07
Jabłko Ligol,krajowe,"15,00 Kg",15.0,30.0,2021-07-07
Jabłko Lobo,krajowe,"15,00 Kg",25.0,50.0,2021-07-07
Jabłko Prince,krajowe,"15,00 Kg",15.0,25.0,2021-07-07
Jabłko Szara Reneta,krajowe,"15,00 Kg",35.0,60.0,2021-07-07
Jagoda,krajowe,"1,00 Kg",24.0,25.0,2021-07-07
Malina,krajowe,"0,50 Kg",6.0,8.0,2021-07-07
Malina,krajowe,"250,00 g",3.5,4.5,2021-07-07
Truskawka,krajowe,"2,00 Kg",8.0,12.0,2021-07-07
Truskawka Malwina,krajowe,"2,00 Kg",14.0,18.0,2021-07-07
Wiśnia,krajowe,"1,00 Kg",7.0,8.0,2021-07-07
Batat,import,"1,00 Kg",8.0,10.0,2021-07-07
Cukinia,import,"1,00 Kg",5.0,8.0,2021-07-07
Cykoria,import,"1,00 szt.",6.0,6.0,2021-07-07
Imbir,import,"1,00 Kg",18.0,20.0,2021-07-07
Papryka Chili,import,"1,00 Kg",17.0,23.0,2021-07-07
Papryka Czerwona,import,"5,00 Kg",55.0,65.0,2021-07-07
Pomidor Cherry Hiszpania,import,"250,00 g",5.0,6.0,2021-07-07
Pomidor Hiszpania gałązka,import,"3,00 Kg",50.0,55.0,2021-07-07
Rukola,import,"100,00 g",3.5,4.0,2021-07-07
Sałata lodowa,import,"1,00 szt.",2.5,3.0,2021-07-07
Sałata mix,import,"150,00 g",3.5,4.0,2021-07-07
Seler naciowy,import,"1,00 szt.",3.0,4.0,2021-07-07
Bób,krajowe,"1,00 Kg",5.0,8.0,2021-07-07
Botwinka,krajowe,"10,00 szt.",15.0,25.0,2021-07-07
Brokuł,krajowe,"1,00 szt.",2.0,3.0,2021-07-07
Burak młody cięty,krajowe,"10,00 Kg",10.0,30.0,2021-07-07
Cebula biała,krajowe,"5,00 Kg",17.5,19.99,2021-07-07
Cebula dymka ze szczypiorem młoda,krajowe,"1,00 szt.",1.5,2.5,2021-07-07
Cebula z łuską,krajowe,"15,00 Kg",18.0,25.0,2021-07-07
Chrzan,krajowe,"5,00 Kg",50.0,70.0,2021-07-07
Czosnek,krajowe,"1,00 szt.",1.0,3.0,2021-07-07
Fasola zielona,krajowe,"1,00 Kg",10.0,14.0,2021-07-07
Fasola  żółta,krajowe,"1,00 Kg",10.0,14.0,2021-07-07
Kalafior,krajowe,"1,00 szt.",3.0,5.0,2021-07-07
Kapusta czerwona,krajowe,"10,00 Kg",25.0,40.0,2021-07-07
Kapusta kwaszona ,krajowe,"1,00 Kg",3.0,4.0,2021-07-07
Kapusta kwaszona młoda,krajowe,"1,00 Kg",7.0,7.0,2021-07-07
Kapusta młoda,krajowe,"1,00 szt.",1.5,3.0,2021-07-07
Kapusta pekińska ,krajowe,"5,00 Kg",13.0,20.0,2021-07-07
Kapusta włoska,krajowe,"1,00 szt.",8.0,10.0,2021-07-07
Kapusta worek,krajowe,"20,00 Kg",30.0,40.0,2021-07-07
Koper,krajowe,"10,00 szt.",5.0,10.0,2021-07-07
Koper do kiszenia,krajowe,"10,00 szt.",12.0,20.0,2021-07-07
Kukurydza,krajowe,"1,00 szt.",3.0,3.0,2021-07-07
Marchew ,krajowe,"10,00 Kg",18.0,25.0,2021-07-07
Nać Pietruszki,krajowe,"10,00 szt.",8.0,14.0,2021-07-07
Ogórek,krajowe,"5,00 Kg",7.5,13.0,2021-07-07
Ogórek kiszeniak,krajowe,"1,00 Kg",2.0,4.0,2021-07-07
Ogórek kiszony,krajowe,"1,00 Kg",6.0,7.0,2021-07-07
Ogórek małosolny,krajowe,"1,00 Kg",11.0,11.0,2021-07-07
Pieczarka,krajowe,"4,00 Kg",28.0,38.0,2021-07-07
Pietruszka,krajowe,"5,00 Kg",45.0,60.0,2021-07-07
Pietruszka z nacią,krajowe,"10,00 szt.",22.0,28.0,2021-07-07
Pomidor,krajowe,"6,00 Kg",15.0,25.0,2021-07-07
Pomidor malinowy,krajowe,"6,00 Kg",20.0,30.0,2021-07-07
Por,krajowe,"10,00 szt.",10.0,20.0,2021-07-07
Rabarbar,krajowe,"5,00 Kg",10.0,16.0,2021-07-07
Rzodkiewka,krajowe,"1,00 szt.",1.0,1.5,2021-07-07
Sałata,krajowe,"1,00 szt.",2.0,3.0,2021-07-07
Seler,krajowe,"5,00 Kg",15.0,20.0,2021-07-07
Seler z nacią,krajowe,"10,00 szt.",22.0,25.0,2021-07-07
Szczaw,krajowe,"1,00 szt.",1.0,2.0,2021-07-07
Szczypiorek,krajowe,"10,00 szt.",8.0,11.0,2021-07-07
Szparagi,krajowe,"0,50 Kg",6.0,8.0,2021-07-07
Włoszczyzna ,krajowe,"10,00 szt.",28.0,35.0,2021-07-07
Włoszczyzna młoda,krajowe,"10,00 szt.",25.0,35.0,2021-07-07
Zestaw do kiszenia,krajowe,"1,00 szt.",2.0,2.5,2021-07-07
Ziemniak ,krajowe,"15,00 Kg",6.0,12.0,2021-07-07
Ziemniak młody drobny,krajowe,"15,00 Kg",8.0,15.0,2021-07-07
Zmieniak młody,krajowe,"15,00 Kg",12.0,20.0,2021-07-07
Ananas,import,"1,00 szt.",5.0,10.0,2021-07-08
Arbuz,import,"1,00 Kg",3.0,5.0,2021-07-08
Arbuz bezpestkowy,import,"1,00 Kg",3.7,4.0,2021-07-08
Avocado,import,"1,00 szt.",4.0,6.0,2021-07-08
Banan,import,"18,00 Kg",75.0,80.0,2021-07-08
Cytryna Hiszpania,import,"10,00 Kg",50.0,65.0,2021-07-08
Czereśnia,import,"1,00 Kg",22.0,25.0,2021-07-08
Granat,import,"1,00 szt.",4.0,6.0,2021-07-08
Grejpfrut czerwony,import,"17,00 Kg",110.0,120.0,2021-07-08
Gruszka,import,"12,00 Kg",80.0,85.0,2021-07-08
Kiwi koszyk,import,"1,00 Kg",11.0,13.0,2021-07-08
Limonka,import,"1,00 Kg",12.0,15.0,2021-07-08
Mandarynka Hiszpania,import,"10,00 Kg",60.0,90.0,2021-07-08
Mango,import,"1,00 szt.",3.5,6.0,2021-07-08
Melon,import,"1,00 szt.",5.0,8.0,2021-07-08
Morela,import,"5,00 Kg",60.0,70.0,2021-07-08
Pomarancza Hiszpania,import,"10,00 Kg",60.0,70.0,2021-07-08
Śliwka,import,"5,00 Kg",55.0,60.0,2021-07-08
Truskawka Grecja,import,"1,00 Kg",12.0,14.0,2021-07-08
Winogrono ciemne Chile,import,"7,00 Kg",80.0,90.0,2021-07-08
Winogrono Jasne,import,"5,00 Kg",65.0,75.0,2021-07-08
Borówka,krajowe,"250,00 g",8.0,11.0,2021-07-08
Borówka luz,krajowe,"1,00 Kg",40.0,40.0,2021-07-08
Czereśnia,krajowe,"1,00 Kg",3.0,8.0,2021-07-08
Gruszka  Konferencja,krajowe,"1,00 Kg",2.0,4.0,2021-07-08
Jabłko Alva,krajowe,"15,00 Kg",20.0,35.0,2021-07-08
Jabłko Champion,krajowe,"15,00 Kg",15.0,30.0,2021-07-08
Jabłko Cortland,krajowe,"15,00 Kg",25.0,50.0,2021-07-08
Jabłko Empire,krajowe,"15,00 Kg",25.0,50.0,2021-07-08
Jabłko Jonagored,krajowe,"15,00 Kg",15.0,25.0,2021-07-08
Jabłko Ligol,krajowe,"15,00 Kg",15.0,30.0,2021-07-08
Jabłko Lobo,krajowe,"15,00 Kg",25.0,50.0,2021-07-08
Jabłko Prince,krajowe,"15,00 Kg",15.0,25.0,2021-07-08
Jabłko Szara Reneta,krajowe,"15,00 Kg",35.0,60.0,2021-07-08
Jagoda,krajowe,"1,00 Kg",24.0,25.0,2021-07-08
Malina,krajowe,"0,50 Kg",6.0,8.0,2021-07-08
Malina,krajowe,"250,00 g",3.5,4.5,2021-07-08
Truskawka,krajowe,"2,00 Kg",8.0,12.0,2021-07-08
Truskawka Malwina,krajowe,"2,00 Kg",14.0,18.0,2021-07-08
Wiśnia,krajowe,"1,00 Kg",7.0,8.0,2021-07-08
Batat,import,"1,00 Kg",8.0,10.0,2021-07-08
Cukinia,import,"1,00 Kg",5.0,8.0,2021-07-08
Cykoria,import,"1,00 szt.",6.0,6.0,2021-07-08
Imbir,import,"1,00 Kg",18.0,20.0,2021-07-08
Papryka Chili,import,"1,00 Kg",17.0,23.0,2021-07-08
Papryka Czerwona,import,"5,00 Kg",55.0,65.0,2021-07-08
Pomidor Cherry Hiszpania,import,"250,00 g",5.0,6.0,2021-07-08
Pomidor Hiszpania gałązka,import,"3,00 Kg",50.0,55.0,2021-07-08
Rukola,import,"100,00 g",3.5,4.0,2021-07-08
Sałata lodowa,import,"1,00 szt.",2.5,3.0,2021-07-08
Sałata mix,import,"150,00 g",3.5,4.0,2021-07-08
Seler naciowy,import,"1,00 szt.",3.0,4.0,2021-07-08
Bób,krajowe,"1,00 Kg",5.0,8.0,2021-07-08
Botwinka,krajowe,"10,00 szt.",15.0,25.0,2021-07-08
Brokuł,krajowe,"1,00 szt.",2.0,3.0,2021-07-08
Burak młody cięty,krajowe,"10,00 Kg",10.0,30.0,2021-07-08
Cebula biała,krajowe,"5,00 Kg",17.5,19.99,2021-07-08
Cebula dymka ze szczypiorem młoda,krajowe,"1,00 szt.",1.5,2.5,2021-07-08
Cebula z łuską,krajowe,"15,00 Kg",18.0,25.0,2021-07-08
Chrzan,krajowe,"5,00 Kg",50.0,70.0,2021-07-08
Czosnek,krajowe,"1,00 szt.",1.0,3.0,2021-07-08
Fasola zielona,krajowe,"1,00 Kg",10.0,14.0,2021-07-08
Fasola  żółta,krajowe,"1,00 Kg",10.0,14.0,2021-07-08
Kalafior,krajowe,"1,00 szt.",3.0,5.0,2021-07-08
Kapusta czerwona,krajowe,"10,00 Kg",25.0,40.0,2021-07-08
Kapusta kwaszona ,krajowe,"1,00 Kg",3.0,4.0,2021-07-08
Kapusta kwaszona młoda,krajowe,"1,00 Kg",7.0,7.0,2021-07-08
Kapusta młoda,krajowe,"1,00 szt.",1.5,3.0,2021-07-08
Kapusta pekińska ,krajowe,"5,00 Kg",13.0,20.0,2021-07-08
Kapusta włoska,krajowe,"1,00 szt.",8.0,10.0,2021-07-08
Kapusta worek,krajowe,"20,00 Kg",30.0,40.0,2021-07-08
Koper,krajowe,"10,00 szt.",5.0,10.0,2021-07-08
Koper do kiszenia,krajowe,"10,00 szt.",12.0,20.0,2021-07-08
Kukurydza,krajowe,"1,00 szt.",3.0,3.0,2021-07-08
Marchew ,krajowe,"10,00 Kg",18.0,25.0,2021-07-08
Nać Pietruszki,krajowe,"10,00 szt.",8.0,14.0,2021-07-08
Ogórek,krajowe,"5,00 Kg",7.5,13.0,2021-07-08
Ogórek kiszeniak,krajowe,"1,00 Kg",2.0,4.0,2021-07-08
Ogórek kiszony,krajowe,"1,00 Kg",6.0,7.0,2021-07-08
Ogórek małosolny,krajowe,"1,00 Kg",11.0,11.0,2021-07-08
Pieczarka,krajowe,"4,00 Kg",28.0,38.0,2021-07-08
Pietruszka,krajowe,"5,00 Kg",45.0,60.0,2021-07-08
Pietruszka z nacią,krajowe,"10,00 szt.",22.0,28.0,2021-07-08
Pomidor,krajowe,"6,00 Kg",15.0,25.0,2021-07-08
Pomidor malinowy,krajowe,"6,00 Kg",20.0,30.0,2021-07-08
Por,krajowe,"10,00 szt.",10.0,20.0,2021-07-08
Rabarbar,krajowe,"5,00 Kg",10.0,16.0,2021-07-08
Rzodkiewka,krajowe,"1,00 szt.",1.0,1.5,2021-07-08
Sałata,krajowe,"1,00 szt.",2.0,3.0,2021-07-08
Seler,krajowe,"5,00 Kg",15.0,20.0,2021-07-08
Seler z nacią,krajowe,"10,00 szt.",22.0,25.0,2021-07-08
Szczaw,krajowe,"1,00 szt.",1.0,2.0,2021-07-08
Szczypiorek,krajowe,"10,00 szt.",8.0,11.0,2021-07-08
Szparagi,krajowe,"0,50 Kg",6.0,8.0,2021-07-08
Włoszczyzna ,krajowe,"10,00 szt.",28.0,35.0,2021-07-08
Włoszczyzna młoda,krajowe,"10,00 szt.",25.0,35.0,2021-07-08
Zestaw do kiszenia,krajowe,"1,00 szt.",2.0,2.5,2021-07-08
Ziemniak ,krajowe,"15,00 Kg",6.0,12.0,2021-07-08
Ziemniak młody drobny,krajowe,"15,00 Kg",8.0,15.0,2021-07-08
Zmieniak młody,krajowe,"15,00 Kg",12.0,20.0,2021-07-08
Ananas,import,"1,00 szt.",5.0,10.0,2021-07-09
Arbuz,import,"1,00 Kg",3.0,5.0,2021-07-09
Arbuz bezpestkowy,import,"1,00 Kg",3.7,4.0,2021-07-09
Avocado,import,"1,00 szt.",4.0,6.0,2021-07-09
Banan,import,"18,00 Kg",75.0,80.0,2021-07-09
Cytryna Hiszpania,import,"10,00 Kg",50.0,65.0,2021-07-09
Czereśnia,import,"1,00 Kg",22.0,25.0,2021-07-09
Granat,import,"1,00 szt.",4.0,6.0,2021-07-09
Grejpfrut czerwony,import,"17,00 Kg",110.0,120.0,2021-07-09
Gruszka,import,"12,00 Kg",80.0,85.0,2021-07-09
Kiwi koszyk,import,"1,00 Kg",11.0,13.0,2021-07-09
Limonka,import,"1,00 Kg",12.0,15.0,2021-07-09
Mandarynka Hiszpania,import,"10,00 Kg",60.0,90.0,2021-07-09
Mango,import,"1,00 szt.",3.5,6.0,2021-07-09
Melon,import,"1,00 szt.",5.0,8.0,2021-07-09
Morela,import,"5,00 Kg",60.0,70.0,2021-07-09
Pomarancza Hiszpania,import,"10,00 Kg",60.0,70.0,2021-07-09
Śliwka,import,"5,00 Kg",55.0,60.0,2021-07-09
Truskawka Grecja,import,"1,00 Kg",12.0,14.0,2021-07-09
Winogrono ciemne Chile,import,"7,00 Kg",80.0,90.0,2021-07-09
Winogrono Jasne,import,"5,00 Kg",65.0,75.0,2021-07-09
Agrest,krajowe,"1,00 Kg",3.0,5.0,2021-07-09
Borówka,krajowe,"250,00 g",6.0,8.0,2021-07-09
Borówka luz,krajowe,"1,00 Kg",24.0,32.0,2021-07-09
Czereśnia,krajowe,"1,00 Kg",3.0,8.0,2021-07-09
Gruszka  Konferencja,krajowe,"1,00 Kg",2.0,4.0,2021-07-09
Jabłko Alva,krajowe,"15,00 Kg",20.0,35.0,2021-07-09
Jabłko Champion,krajowe,"15,00 Kg",15.0,30.0,2021-07-09
Jabłko Cortland,krajowe,"15,00 Kg",25.0,50.0,2021-07-09
Jabłko Empire,krajowe,"15,00 Kg",25.0,50.0,2021-07-09
Jabłko Jonagored,krajowe,"15,00 Kg",15.0,25.0,2021-07-09
Jabłko Ligol,krajowe,"15,00 Kg",15.0,30.0,2021-07-09
Jabłko Lobo,krajowe,"15,00 Kg",25.0,50.0,2021-07-09
Jabłko Prince,krajowe,"15,00 Kg",15.0,25.0,2021-07-09
Jabłko Szara Reneta,krajowe,"15,00 Kg",35.0,60.0,2021-07-09
Jagoda,krajowe,"1,00 Kg",24.0,25.0,2021-07-09
Malina,krajowe,"0,50 Kg",6.0,8.0,2021-07-09
Malina,krajowe,"250,00 g",3.5,4.5,2021-07-09
Truskawka,krajowe,"2,00 Kg",8.0,12.0,2021-07-09
Truskawka Malwina,krajowe,"2,00 Kg",14.0,18.0,2021-07-09
Wiśnia,krajowe,"1,00 Kg",7.0,8.0,2021-07-09
Batat,import,"1,00 Kg",8.0,10.0,2021-07-09
Cukinia,import,"1,00 Kg",5.0,8.0,2021-07-09
Cykoria,import,"1,00 szt.",6.0,6.0,2021-07-09
Imbir,import,"1,00 Kg",18.0,20.0,2021-07-09
Papryka Chili,import,"1,00 Kg",17.0,23.0,2021-07-09
Papryka Czerwona,import,"5,00 Kg",55.0,65.0,2021-07-09
Pomidor Cherry Hiszpania,import,"250,00 g",5.0,6.0,2021-07-09
Pomidor Hiszpania gałązka,import,"3,00 Kg",50.0,55.0,2021-07-09
Rukola,import,"100,00 g",3.5,4.0,2021-07-09
Sałata lodowa,import,"1,00 szt.",2.5,3.0,2021-07-09
Sałata mix,import,"150,00 g",3.5,4.0,2021-07-09
Seler naciowy,import,"1,00 szt.",3.0,4.0,2021-07-09
Bób,krajowe,"1,00 Kg",5.0,8.0,2021-07-09
Botwinka,krajowe,"10,00 szt.",15.0,25.0,2021-07-09
Brokuł,krajowe,"1,00 szt.",2.0,3.0,2021-07-09
Burak młody cięty,krajowe,"10,00 Kg",10.0,30.0,2021-07-09
Cebula biała,krajowe,"5,00 Kg",17.5,19.99,2021-07-09
